0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1.0,0.0,0.7350929272003315,0.393551496626096,-0.3855469337071943,0.7719542947574902,0.49982243653288566,0.5066526438146849,0.0,0.0,0.30648736095197565,0.4700570428876438,0.0,0.5035699812560305,0.33268550480347825,0.44042329343551995,0.4363797505836913,0.4460018445779614
0.0,0.9999999999999998,0.3626880968975834,0.36364379856216367,0.4694997438640962,0.0,0.0,0.0,0.5955626833942137,0.5023988391477278,0.0,0.39362004116725174,0.5080880352268993,0.0,0.0,0.0,0.30228728731736704,0.3295465412227928
0.7350929272003315,0.3626880968975834,1.0,0.6629800328739591,0.0,0.5694402218564245,0.4399436997641339,0.45106588701082023,0.0,0.0,0.0,0.0,0.0,0.689817819479434,0.46350650533676835,0.4440110262483324,0.3424976754648082,0.4027176205684487
0.393551496626096,0.36364379856216367,0.6629800328739591,1.0,0.0,0.31248287488663373,0.660691817586576,0.6778325333930072,0.0,0.0,0.0,0.0,0.0,0.6981989267340302,0.6480775901653633,0.0,0.0,0.4198843249537251
-0.3855469337071943,0.4694997438640962,0.0,0.0,1.0,-0.4602075698162666,0.0,-0.47739538142324556,0.6799629841683821,0.33035761453972196,0.0,0.0,0.34445634452653706,0.0,0.0,0.0,0.0,0.0
0.7719542947574902,0.0,0.5694402218564245,0.31248287488663373,-0.4602075698162666,1.0,0.5452246376748097,0.6543112314370518,0.0,0.0,0.0,0.0,0.0,0.5420277917968159,0.44095558487635206,0.3134993937388242,0.35195834146558685,0.0
0.49982243653288566,0.0,0.4399436997641339,0.660691817586576,0.0,0.5452246376748097,0.9999999999999999,0.6143393791653606,0.0,0.0,0.0,0.0,0.0,0.6313096956250672,0.6840004932516097,0.0,0.0,0.31862832812628944
0.5066526438146849,0.0,0.45106588701082023,0.6778325333930072,-0.47739538142324556,0.6543112314370518,0.6143393791653606,1.0,-0.3650858149808403,-0.5784232659636528,0.0,-0.352001934459275,0.0,0.6651787588450343,0.669487117516143,0.0,0.0,0.4344600716896185
0.0,0.5955626833942137,0.0,0.0,0.6799629841683821,0.0,0.0,-0.3650858149808403,0.9999999999999999,0.5098560843949365,0.3576670840718212,0.4332839396247972,0.33290232915535944,0.0,0.0,0.0,0.4313774011768069,0.0
0.0,0.5023988391477278,0.0,0.0,0.33035761453972196,0.0,0.0,-0.5784232659636528,0.5098560843949365,1.0,0.0,0.720997382294712,0.0,-0.44987788331657824,-0.49800041969653436,0.0,0.0,0.0
0.30648736095197565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3576670840718212,0.0,0.9999999999999998,0.3759092881666462,0.0,0.0,0.0,0.6433494061454804,0.48925193886094615,0.5131663333329288
0.4700570428876438,0.39362004116725174,0.0,0.0,0.0,0.0,0.0,-0.352001934459275,0.4332839396247972,0.720997382294712,0.3759092881666462,1.0,0.0,0.0,-0.3050942404578344,0.0,0.30270143423911017,0.0
0.0,0.5080880352268993,0.0,0.0,0.34445634452653706,0.0,0.0,0.0,0.33290232915535944,0.0,0.0,0.0,1.0,0.37066454934572235,0.0,0.38703585506262483,0.0,0.41987692143562766
0.5035699812560305,0.0,0.689817819479434,0.6981989267340302,0.0,0.5420277917968159,0.6313096956250672,0.6651787588450343,0.0,-0.44987788331657824,0.0,0.0,0.37066454934572235,1.0,0.8640418276078851,0.38361840535477304,0.0,0.4185603425445787
0.33268550480347825,0.0,0.46350650533676835,0.6480775901653633,0.0,0.44095558487635206,0.6840004932516097,0.669487117516143,0.0,-0.49800041969653436,0.0,-0.3050942404578344,0.0,0.8640418276078851,0.9999999999999996,0.0,0.0,0.0
0.44042329343551995,0.0,0.4440110262483324,0.0,0.0,0.3134993937388242,0.0,0.0,0.0,0.0,0.6433494061454804,0.0,0.38703585506262483,0.38361840535477304,0.0,0.9999999999999999,0.6526023565249267,0.745608039285679
0.4363797505836913,0.30228728731736704,0.3424976754648082,0.0,0.0,0.35195834146558685,0.0,0.0,0.4313774011768069,0.0,0.48925193886094615,0.30270143423911017,0.0,0.0,0.0,0.6526023565249267,0.9999999999999998,0.7087807540672599
0.4460018445779614,0.3295465412227928,0.4027176205684487,0.4198843249537251,0.0,0.0,0.31862832812628944,0.4344600716896185,0.0,0.0,0.5131663333329288,0.0,0.41987692143562766,0.4185603425445787,0.0,0.745608039285679,0.7087807540672599,0.9999999999999999
