0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
4.6353833648607984e-07,-1.843390905321621e-07,2.486768279796739e-07,9.576430251409743e-08,1.6248272844297563e-07,-3.707922709402585e-07,3.0835125477791493e-07,-1.449540577865353e-07,-1.5803229013024353e-07,1.5629492760295771e-07,-2.276057802774384e-07,2.0090187799899562e-07,1.240313751975773e-07,-2.010947544630401e-07,-3.732892150267237e-07,2.6027579005038557e-07,-5.189073128600478e-08,-3.7449246684125445e-07
4.011126550074421e-07,-2.0615303685316761e-07,2.1309731022442586e-07,6.152561823299212e-08,1.7847829556842417e-07,-3.102826082107357e-07,2.4799192891948787e-07,-9.89910461324219e-08,-1.6416795165633105e-07,1.6283721130965205e-07,-2.8322710166854113e-07,2.461877411673802e-07,1.579549623449798e-07,-1.4411092392592416e-07,-3.5616390252303067e-07,2.664331603384442e-07,-3.2686479171641164e-09,-3.954406543812194e-07
3.1290458262269384e-07,-2.1493281284836095e-07,1.5267905701613043e-07,2.9709238745920035e-08,1.853380341447032e-07,-2.5293464865667357e-07,1.804110262321122e-07,-4.815227564830611e-08,-1.1949939944082384e-07,1.565174345964008e-07,-3.1738496197188295e-07,2.809963482337618e-07,1.7497564864774334e-07,-7.614166288288212e-08,-3.101836363129009e-07,2.0824303566333354e-07,3.8690122454247785e-08,-3.4719590633725295e-07
2.1742363894723272e-07,-1.67865739419801e-07,9.945372629533045e-08,4.958973901468222e-08,1.9271713024861006e-07,-2.166601992581711e-07,1.167485653091996e-07,1.9932763034652288e-09,-6.767161143528149e-08,1.4839134554271024e-07,-3.1530474526777245e-07,3.0347882375095774e-07,1.9469920602054372e-07,-3.901794750824561e-09,-2.5603818928110006e-07,1.9138802290117714e-07,7.432217135190993e-08,-2.875251402882554e-07
1.2960734461941546e-07,-1.1499925899957259e-07,7.336835728583754e-08,8.77864980829425e-08,2.0707112217173123e-07,-1.3526479041405868e-07,5.632801246715049e-08,4.67941218520535e-08,-2.326722962144131e-08,1.3687335111139035e-07,-2.8928672957524904e-07,3.105104100761928e-07,2.55823074249345e-07,6.454223432152624e-08,-1.938926936084133e-07,1.9304533468547032e-07,1.0348620141593317e-07,-2.4613821475711276e-07
6.624724392397245e-08,-6.042782267436677e-08,7.208901173436517e-08,1.298411388887967e-07,2.264169950255942e-07,-7.827502421309209e-08,1.5879556974953224e-08,8.193384280450052e-08,2.7188153513080782e-08,1.2830255513113548e-07,-2.547743906376633e-07,2.973951392852667e-07,3.040424935241969e-07,1.208824371132476e-07,-1.0520683395838567e-07,2.0781588544755333e-07,1.246048184306389e-07,-2.1107989791786396e-07
2.2157196837290825e-08,3.2361983971098445e-09,7.803794754081957e-08,1.7028916872822675e-07,2.320119867952412e-07,-4.2477673952472055e-08,1.7116981016056242e-09,1.0442372646998872e-07,5.593103773261863e-08,9.48785672840048e-08,-2.1576714248921461e-07,2.597833183978021e-07,3.3555462373165515e-07,1.5884582214940145e-07,-1.1928241863318215e-08,2.9821833897629037e-07,1.356852772363746e-07,-1.8859375132581363e-07
-5.833495905784865e-09,3.9166040962271814e-08,7.543689461434659e-08,1.8217295448648815e-07,2.1749247717237995e-07,-4.523059752598749e-09,-1.6090037562412416e-08,1.1377467302337695e-07,7.24929270652386e-08,6.362810073467687e-08,-1.4622643222935697e-07,1.9566400991696857e-07,3.4253408708664267e-07,1.753618053154563e-07,5.997659168212406e-08,3.323663556433768e-07,1.3511041782417457e-07,-1.3910586708298326e-07
-5.412642624690722e-08,5.7906739946352957e-08,7.07382334456845e-08,1.6855048638515067e-07,1.7683299366441607e-07,2.247722276704038e-08,-2.195360262102973e-09,1.1072645996233378e-07,8.659067250942267e-08,3.586564219556692e-08,-8.453967919469798e-08,1.0570649378722175e-07,2.710500625582191e-07,1.6929389579973889e-07,1.1968327323241916e-07,2.998994143427275e-07,1.2093759698407778e-07,-5.789920382165825e-08
-1.1989898160925043e-07,8.748835666829493e-08,5.1795895879669615e-08,1.2895269475766526e-07,1.0152059563668355e-07,5.9025539063216806e-08,3.986461677860222e-08,9.504649277622197e-08,9.372512705874884e-08,-1.4035303543693078e-08,1.1810023868488373e-09,-6.480146629953771e-09,1.4922269875647883e-07,1.4031856620593723e-07,1.5355420589441714e-07,2.3587372573274387e-07,9.078941749348106e-08,6.0229053563183e-08
-1.6405560403033637e-07,1.1880929541275881e-07,8.001357462913304e-09,6.163310706845135e-08,6.183510001250214e-09,1.0443103005843545e-07,3.3439698987285275e-08,6.607057042387293e-08,9.19901145611451e-08,-6.401629865271541e-08,1.063977049408773e-07,-1.324998522416092e-07,9.813950472943587e-09,9.038467852962143e-08,1.8639183056326387e-07,6.900886095643032e-08,4.38128596558833e-08,1.7995014768167144e-07
-1.9761501597313573e-07,1.3541901842552687e-07,-4.0539006146726473e-08,-2.816608264985787e-08,-1.126917393297495e-07,1.5214790921786347e-07,3.546493947777179e-09,2.5512441874456203e-08,8.044752922400016e-08,-1.1490996274229389e-07,2.1073830752846247e-07,-2.5833351227898353e-07,-1.6504227211841556e-07,2.5740283318832213e-08,2.2106778947654368e-07,-1.2943148371742732e-07,-1.7491072672221286e-08,2.830966309335049e-07
-2.2875793176206104e-07,1.4174377489282908e-07,-1.1795707880025584e-07,-1.3151984589967414e-07,-2.510459323971058e-07,2.01493549915873e-07,-6.662995888876961e-08,-2.1648094920477804e-08,5.8677979564096376e-08,-1.625240648953231e-07,3.225407281987256e-07,-3.676253220309437e-07,-3.396365634521457e-07,-4.406240092801955e-08,2.468819787896658e-07,-3.361600359603338e-07,-8.807889121985612e-08,3.7038392827494903e-07
