0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-2.020899932845205e-07,4.992315644460108e-07,1.2989535140127375e-07,-4.181438180455958e-08,-2.2090363690544961e-07,4.3646220174491695e-07,2.026074322723421e-07,-6.666991596099706e-08,2.0255490920391438e-07,4.504327740176701e-08,5.928242146021678e-07,3.3926507165868803e-07,4.711150834426046e-07,-2.9827218289796214e-07,-8.556240311054898e-08,4.892665252274681e-07,1.4089194597092433e-07,4.352154709491513e-09
-1.622950612938391e-07,5.215666825345532e-07,1.2322518560073353e-07,-4.069324102804924e-08,-1.9247475271953904e-07,3.459027585662552e-07,1.8876107289066618e-07,-5.986263429842859e-08,1.3217068149963825e-07,5.512670050518182e-08,5.212651598059291e-07,2.6073265124755937e-07,3.838011067490118e-07,-2.5539760809096724e-07,-8.273232988068973e-08,3.7762063444540104e-07,6.235149825217663e-08,1.9389525707716556e-08
-1.3977899652919994e-07,5.201736971527697e-07,1.0506405155621249e-07,-3.7368175296157626e-08,-1.680156698694608e-07,2.429570502625877e-07,1.1202816394840515e-07,-4.862459933342523e-08,8.345989794532231e-08,3.192135155784845e-08,4.3641576098215584e-07,1.6973706815641976e-07,3.0358891750288756e-07,-2.220786941441224e-07,-7.617843678293916e-08,2.592546666071123e-07,7.720051711340577e-09,2.1914366047337996e-08
-1.3281896434047886e-07,4.4072585962269253e-07,7.315392066217518e-08,-4.2648011223950653e-08,-1.4221269260514043e-07,1.5599257736856356e-07,-1.7179466149291536e-08,-3.075265342868419e-08,5.325496310860298e-08,-2.1806615829117417e-08,3.3931695879203465e-07,1.0645392050943201e-07,2.2134232108038628e-07,-1.9251299925539096e-07,-6.023070330312086e-08,1.9425728995362162e-07,-4.001739441365065e-08,1.5087791531815822e-08
-1.3025374161669685e-07,3.035434279741231e-07,3.283068772857805e-08,-5.045094333917244e-08,-1.1166721982320932e-07,8.652027885482442e-08,-5.8392100720563176e-08,-6.5540308912645544e-09,2.4526377355887803e-08,-8.645604592625376e-08,2.3295689674135718e-07,5.406551953613274e-08,1.3551380808691132e-07,-1.6410543336417335e-07,-2.5566519752482903e-08,1.6838590591553728e-07,-7.017268956871986e-08,4.521204543732965e-09
-1.223000770163012e-07,1.3952813004402917e-07,-1.51326607937079e-08,-5.4411055267460325e-08,-7.874847631579121e-08,3.623601404341997e-08,-6.021554002319866e-08,2.0996139960131923e-08,5.703436950499062e-09,-1.4059341843743272e-07,1.2362748263101766e-07,2.5601715087233586e-09,7.498082279515961e-08,-1.1433882833570217e-07,3.224942571603032e-08,1.4051318799730453e-07,-6.742284437097477e-08,-3.746289748749652e-09
-1.1080471407805483e-07,-3.055454024900427e-08,-6.297534540643759e-08,-5.584302211523738e-08,-4.31695156770576e-08,1.4447000198636926e-08,-4.165425679555244e-08,4.7254857528634314e-08,-1.2407227302451619e-08,-1.9478179430502884e-07,1.6486106101467103e-08,-4.3129580764488476e-08,2.883673937306223e-08,-4.9351418522212075e-08,9.142960898773012e-08,7.80984861766285e-08,-2.5624612479146635e-08,-5.626082433540427e-09
-8.066301492187651e-08,-1.799808569614883e-07,-1.0116350876912615e-07,-5.007867113386954e-08,-5.2291718817272165e-09,-2.9861879813129306e-08,-1.1857763593928107e-08,6.763068778226323e-08,-2.3597169642487276e-08,-2.0903184461400442e-07,-7.394528145041155e-08,-8.464940257281602e-08,-1.2838747686539218e-08,1.3615148560103038e-08,1.1756906738246086e-07,2.587765521354895e-08,-9.02038420617363e-09,-4.380464450162627e-10
-3.268928503351561e-08,-3.0205290102435e-07,-1.2811417967244804e-07,-4.059076209470221e-08,3.14737167958624e-08,-8.71847942064775e-08,9.861971681466924e-09,7.856609546252924e-08,-2.753580631077451e-08,-1.792819046427632e-07,-1.4842636708575146e-07,-1.1220381171945443e-07,-5.527284315326339e-08,7.356783838414165e-08,1.3056737689364252e-07,-1.846246224668681e-08,-2.5653769544827667e-10,9.15858117235135e-09
1.832119661102755e-08,-3.9562166295231595e-07,-1.301305511475976e-07,-2.7499017398338137e-08,6.461192325964888e-08,-1.229514525841089e-07,2.063707929459975e-08,7.786849170706994e-08,-3.3487302053725034e-08,-1.2288500752731555e-07,-2.0940344437995172e-07,-1.2735928751769535e-07,-1.0275681756730624e-07,1.2354948901711082e-07,1.321485195018898e-07,-7.933353425304169e-08,6.46335371556321e-09,1.8659639342505022e-08
