0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
8.691995221466869e-08,-8.915247312272766e-08,5.684764331337975e-08,-1.4352700453973808e-07,-3.5210093773482013e-07,1.9708814903755128e-07,3.147945017520492e-07,7.590662153006568e-07,4.39422104150837e-07,1.8200351384305629e-07,2.1192578550022116e-08,-1.1331262746183799e-07,2.898805426969863e-07,-6.924094669833705e-08,-9.65397613180376e-09,7.642777892880317e-08,-9.349507099061262e-08,-3.043172819401514e-07
1.063833833972217e-07,-5.961792430031049e-08,7.494936679960879e-08,-1.5968067383548547e-07,-2.79497902498423e-07,1.9884224389408185e-07,4.819329729843043e-07,6.508532974261376e-07,4.024144023579975e-07,1.43791975492353e-07,1.7960394918256298e-08,5.582575257372346e-08,2.993343657802168e-07,-7.652823503759181e-08,9.608226487176838e-09,7.343429092950038e-08,-1.0618288592659795e-07,-3.5285159010922054e-07
1.026018129589146e-07,-1.739153369828859e-08,5.2876299019521094e-08,-1.855064800144603e-07,-1.9919261074742168e-07,1.6866900248758622e-07,4.775358399523632e-07,5.821501008193687e-07,3.5579902162722005e-07,1.27158483963691e-07,2.0286583024094207e-08,1.8553004519869318e-07,2.796639073477076e-07,-2.5855811668037038e-08,2.1105738049541375e-08,8.97511470036127e-08,-1.0719003510134743e-07,-3.629922593071918e-07
8.81598996587593e-08,2.987620176805166e-08,3.727148032036182e-08,-1.9351435667984528e-07,-1.1976127750139394e-07,1.8675406728405164e-07,3.6788474662607894e-07,5.003801214889968e-07,3.103191796167762e-07,8.723376654580828e-08,1.2233166440050617e-08,2.857366905919574e-07,2.616872407748394e-07,9.912615772242291e-09,5.2649977840251635e-08,1.482102205735183e-07,-9.904109844659521e-08,-3.182693281721624e-07
6.854725066664721e-08,4.8428573145706e-08,3.784875530143888e-08,-1.6639904315338023e-07,-4.4570518310670305e-08,1.9412856497974537e-07,2.1796819852485434e-07,4.1122530646003426e-07,2.536412619784271e-07,3.129829035382648e-08,1.800016280661415e-08,2.9182287932779676e-07,2.444635240932465e-07,2.2675910450953646e-08,7.255998520333453e-08,1.7919183852384155e-07,-9.994073118933501e-08,-2.4579834692279737e-07
5.6803129630893115e-08,9.340244219549816e-09,5.2009683574920134e-08,-1.638890216483022e-08,2.094023488741575e-08,2.0584024532863945e-07,2.457991855667556e-07,3.798795859879608e-07,2.1050838094744028e-07,2.57213367191599e-09,4.881107952405296e-08,2.5305177105706156e-07,2.2598546305262031e-07,1.7318186647690873e-08,8.792093735597946e-08,1.6790782355239552e-07,-9.225521007124656e-08,-1.8007458353893797e-07
5.4521375331714354e-08,-1.0714447178002868e-08,6.401305433644018e-08,8.17829467035521e-08,7.245491663980034e-08,1.9602517531922878e-07,2.4044036195404734e-07,2.408271751803405e-07,1.673394314547926e-07,-1.0613297643152338e-08,6.083113511239136e-08,1.8450030401142047e-07,1.837875806307407e-07,-2.0493800044147583e-08,9.037488599589835e-08,1.210191768901412e-07,-8.245861941903594e-08,-1.2954842362234736e-07
5.7754627481765236e-08,1.9816896552825468e-08,8.953182300914799e-08,1.1723655534043457e-07,1.032912226921695e-07,1.895664642595966e-07,1.7585482858231092e-07,1.0751453999926318e-07,1.1726337989242201e-07,-3.0914038180628545e-08,5.553989985242285e-08,1.1583666369779096e-07,1.1646125542596024e-07,-9.42167550987563e-08,8.819306943249464e-08,8.521787426897413e-08,-7.437228880896407e-08,-7.948924346934015e-08
5.888472265611615e-08,1.1262031645150921e-08,7.073808636724183e-08,2.4396067326503637e-07,1.1496603603143609e-07,1.5900166743542903e-07,1.204386424034091e-07,3.387603361371115e-09,4.904082708252076e-08,-5.329489262793907e-08,4.7937879300120985e-08,-7.31484179421274e-08,3.1160423145142876e-08,-1.5226057935815607e-07,8.37455970273341e-08,3.2185929965660204e-08,-4.097725206087652e-08,-2.670150166747775e-08
3.5570536167804565e-08,-1.8505667826088605e-09,-1.3078119683037166e-08,2.417630542256267e-07,1.1356811961441545e-07,6.879060469429214e-08,-3.4118251293962624e-08,-2.1823694785775762e-07,-3.674003758374088e-08,-8.14225346894768e-08,4.012110422384399e-08,-2.1451778408912272e-07,-6.641537246429346e-08,-1.7239694876704125e-07,7.168392356641562e-08,-3.05472066907074e-08,2.290174602363048e-08,3.8388593037658205e-08
